Mt;Meitnerium;109;278;7
Ds;Darmstadtium;110;281;7
Rg;Roentgenium;111;282;7
Cn;Copernicium;112;285;7
Nh;Nihonium;113;286;7
Fl;Flerovium;114;289;7
Mc;Moscovium;115;289;7
Lv;Livermorium;116;293;7
Ts;Tennessine;117;294;7
Og;Oganesson;118;294;7
